ID,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust
2018-01288,1,0,0,1,1,0,0,0,0,0,0
2018-04049,0,0,0,0,1,0,0,0,1,0,0
2018-01189,0,0,0,0,1,0,0,0,1,0,0
2018-01128,0,0,1,0,1,0,0,0,0,0,0
2018-04154,1,0,0,1,1,0,0,0,0,0,0
2018-00493,1,0,0,1,1,0,0,0,0,0,0
2018-02579,0,0,1,0,1,0,0,0,0,0,0
2018-02959,1,0,0,1,1,0,0,0,0,0,0
2018-03837,1,0,0,1,1,0,0,0,0,0,0
2018-01968,0,0,1,0,1,0,0,0,0,0,0
2018-00699,1,0,0,1,1,0,0,0,0,0,0
2018-00701,1,0,0,1,1,0,0,0,0,0,0
2018-04013,1,0,1,0,0,0,0,0,0,0,0
2018-00195,1,0,0,1,1,0,0,0,0,0,0
2018-02295,0,0,0,0,1,0,0,0,1,0,0
2018-01141,1,0,0,0,0,0,0,0,1,0,0
2018-03972,0,0,0,0,1,0,0,0,1,0,0
2018-01016,1,0,1,0,0,0,0,0,0,0,0
2018-02554,0,0,0,0,1,0,0,0,1,0,0
2018-01658,0,0,0,0,1,0,0,0,1,0,0
2018-02643,1,0,0,1,1,0,0,0,0,0,0
2018-03562,1,0,0,1,1,0,0,0,0,0,0
2018-01666,1,0,0,1,1,0,0,0,0,0,0
2018-01471,1,0,0,1,1,0,0,0,0,0,0
2018-02577,1,0,0,0,0,0,0,0,1,0,0
2018-03031,1,0,0,0,0,0,0,0,1,0,0
2018-02197,1,0,0,1,1,0,0,0,0,0,0
2018-03156,1,0,0,1,1,0,0,0,0,0,0
2018-01903,0,0,0,0,1,0,0,0,1,0,0
2018-00348,0,0,0,0,1,0,0,0,1,0,0
2018-02485,0,0,0,0,1,0,0,0,1,0,0
2018-02833,1,0,0,1,1,0,0,0,0,0,0
2018-01306,1,0,0,1,1,0,0,0,0,0,0
2018-03035,1,0,0,0,0,0,0,0,1,0,0
2018-01926,1,0,0,1,1,0,0,0,0,0,0
2018-00672,0,0,1,0,1,0,0,0,0,0,0
2018-04024,1,0,0,1,1,0,0,0,0,0,0
2018-02198,0,0,1,0,1,0,0,0,0,0,0
2018-01318,1,0,0,1,1,0,0,0,0,0,0
2018-00389,1,0,0,1,1,0,0,0,0,0,0
2018-03341,1,0,0,1,1,0,0,0,0,0,0
2018-04376,0,0,1,0,1,0,0,0,0,0,0
2018-01879,1,0,0,1,1,0,0,0,0,0,0
2018-04212,1,0,0,1,1,0,0,0,0,0,0
2018-01527,1,0,0,1,1,0,0,0,0,0,0
2018-01572,1,0,0,1,1,0,0,0,0,0,0
2018-01146,0,0,1,0,1,0,0,0,0,0,0
2018-02979,1,0,0,1,1,0,0,0,0,0,0
2018-00510,1,0,0,1,1,0,0,0,0,0,0
2018-02802,0,0,0,0,1,0,0,0,1,0,0
2018-04121,1,0,0,1,1,0,0,0,0,0,0
2018-02465,0,0,0,0,1,0,0,0,1,0,0
2018-03711,1,0,0,1,1,0,0,0,0,0,0
2018-03326,0,0,0,0,1,0,0,0,1,0,0
2018-02794,0,0,1,0,1,0,0,0,0,0,0
2018-00676,1,0,0,1,1,0,0,0,0,0,0
2018-00352,1,0,0,1,1,0,0,0,0,0,0
2018-01646,0,0,1,0,1,0,0,0,0,0,0
2018-03429,0,0,1,0,1,0,0,0,0,0,0
2018-01995,1,0,1,0,0,0,0,0,0,0,0
2018-03369,0,0,0,0,1,0,0,0,1,0,0
2018-03881,0,0,1,0,1,0,0,0,0,0,0
2018-03438,1,0,0,1,1,0,0,0,0,0,0
2018-04284,1,0,0,1,1,0,0,0,0,0,0
2018-03901,0,0,0,0,1,0,0,0,1,0,0
2018-01257,0,0,1,0,1,0,0,0,0,0,0
2018-03695,1,0,0,1,1,0,0,0,0,0,0
2018-00474,0,0,1,0,1,0,0,0,0,0,0
2018-00564,1,0,0,1,1,0,0,0,0,0,0
2018-00341,1,0,0,0,0,0,0,0,1,0,0
2018-00073,1,0,0,1,1,0,0,0,0,0,0
2018-02417,1,0,1,0,0,0,0,0,0,0,0
2018-03608,1,0,0,1,1,0,0,0,0,0,0
2018-03344,0,0,0,0,1,0,0,0,1,0,0
2018-01786,0,0,0,0,1,0,0,0,1,0,0
2018-00731,0,0,0,0,1,0,0,0,1,0,0
2018-00673,0,0,1,0,1,0,0,0,0,0,0
2018-00928,1,0,0,1,1,0,0,0,0,0,0
2018-02406,0,0,0,0,1,0,0,0,1,0,0
2018-00320,1,0,0,1,1,0,0,0,0,0,0
2018-01172,1,0,0,1,1,0,0,0,0,0,0
2018-00568,0,0,1,0,1,0,0,0,0,0,0
2018-03988,1,0,0,1,1,0,0,0,0,0,0
2018-00748,0,0,1,0,1,0,0,0,0,0,0
2018-03401,1,0,0,0,0,0,0,0,1,0,0
2018-00355,0,0,0,0,1,0,0,0,1,0,0
2018-03508,1,0,0,1,1,0,0,0,0,0,0
2018-03228,1,0,0,1,1,0,0,0,0,0,0
2018-01098,1,0,0,1,1,0,0,0,0,0,0
2018-03964,1,0,0,1,1,0,0,0,0,0,0
2018-01425,1,0,0,1,1,0,0,0,0,0,0
2018-00299,0,0,1,0,1,0,0,0,0,0,0
2018-03359,1,0,0,1,1,0,0,0,0,0,0
2018-01650,1,0,0,0,0,0,0,0,1,0,0
2018-04283,1,0,0,1,1,0,0,0,0,0,0
2018-02031,1,0,0,1,1,0,0,0,0,0,0
2018-00593,1,0,0,1,1,0,0,0,0,0,0
2018-03029,1,0,0,1,1,0,0,0,0,0,0
2018-03638,0,0,0,0,1,0,0,0,1,0,0
2018-00039,0,0,1,0,1,0,0,0,0,0,0
2018-01422,0,0,0,0,1,0,0,0,1,0,0
2018-02626,1,0,0,1,1,0,0,0,0,0,0
2018-00134,1,0,0,1,1,0,0,0,0,0,0
2018-02189,1,0,0,1,1,0,0,0,0,0,0
2018-00966,0,0,0,0,1,0,0,0,1,0,0
2018-01457,1,0,0,1,1,0,0,0,0,0,0
2018-00643,1,0,0,1,1,0,0,0,0,0,0
2018-00489,0,0,1,0,1,0,0,0,0,0,0
2018-03669,0,0,0,0,1,0,0,0,1,0,0
2018-01373,1,0,0,1,1,0,0,0,0,0,0
2018-00439,0,0,1,0,1,0,0,0,0,0,0
2018-01012,0,0,0,0,1,0,0,0,1,0,0
2018-02936,1,0,0,1,1,0,0,0,0,0,0
2018-04204,1,0,0,0,0,0,0,0,1,0,0
2018-04338,1,0,0,1,1,0,0,0,0,0,0
2018-03218,1,0,0,1,1,0,0,0,0,0,0
2018-02863,1,0,0,1,1,0,0,0,0,0,0
2018-03288,1,0,0,1,1,0,0,0,0,0,0
2018-02422,1,0,0,1,1,0,0,0,0,0,0
2018-03604,1,0,0,1,1,0,0,0,0,0,0
2018-01778,1,0,0,0,0,0,0,0,1,0,0
2018-03106,1,0,0,1,1,0,0,0,0,0,0
2018-01638,1,0,0,1,1,0,0,0,0,0,0
2018-03023,1,0,0,1,1,0,0,0,0,0,0
2018-01093,0,0,1,0,1,0,0,0,0,0,0
2018-02346,0,0,0,0,1,0,0,0,1,0,0
2018-00616,1,0,0,1,1,0,0,0,0,0,0
2018-02076,1,0,0,1,1,0,0,0,0,0,0
2018-00690,1,0,0,1,1,0,0,0,0,0,0
2018-01103,0,0,0,0,1,0,0,0,1,0,0
2018-00082,1,0,0,0,0,0,0,0,1,0,0
2018-03349,1,0,0,1,1,0,0,0,0,0,0
2018-02616,0,0,1,0,1,0,0,0,0,0,0
2018-02088,1,0,0,1,1,0,0,0,0,0,0
2018-01218,0,0,0,0,1,0,0,0,1,0,0
2018-03999,1,0,0,1,1,0,0,0,0,0,0
2018-01922,1,0,0,1,1,0,0,0,0,0,0
2018-00377,0,0,0,0,1,0,0,0,1,0,0
2018-01256,1,0,0,1,1,0,0,0,0,0,0
2018-03466,1,0,0,1,1,0,0,0,0,0,0
2018-03694,1,0,0,1,1,0,0,0,0,0,0
2018-01310,1,0,0,1,1,0,0,0,0,0,0
2018-03558,1,0,0,1,1,0,0,0,0,0,0
2018-02884,0,0,0,0,1,0,0,0,1,0,0
2018-03612,1,0,0,1,1,0,0,0,0,0,0
2018-01831,0,0,0,0,1,0,0,0,1,0,0
2018-04143,1,0,0,1,1,0,0,0,0,0,0
2018-01920,1,0,0,1,1,0,0,0,0,0,0
2018-03306,1,0,0,1,1,0,0,0,0,0,0
2018-03048,1,0,0,1,1,0,0,0,0,0,0
2018-00250,0,0,1,0,1,0,0,0,0,0,0
2018-00038,0,0,1,0,1,0,0,0,0,0,0
2018-00079,1,0,0,1,1,0,0,0,0,0,0
2018-02193,1,0,0,1,1,0,0,0,0,0,0
2018-01206,1,0,0,1,1,0,0,0,0,0,0
2018-01494,1,0,0,1,1,0,0,0,0,0,0
2018-01834,1,0,0,1,1,0,0,0,0,0,0
2018-01899,1,0,0,1,1,0,0,0,0,0,0
2018-02034,1,0,0,1,1,0,0,0,0,0,0
2018-00505,1,0,0,1,1,0,0,0,0,0,0
2018-01947,1,0,0,1,1,0,0,0,0,0,0
2018-03530,0,0,0,0,1,0,0,0,1,0,0
2018-00640,1,0,0,1,1,0,0,0,0,0,0
2018-02933,0,0,1,0,1,0,0,0,0,0,0
2018-03536,1,0,0,1,1,0,0,0,0,0,0
2018-03012,0,0,1,0,1,0,0,0,0,0,0
2018-00929,1,0,0,1,1,0,0,0,0,0,0
2018-01948,0,0,1,0,1,0,0,0,0,0,0
2018-01950,0,0,0,0,1,0,0,0,1,0,0
2018-00129,0,0,0,0,1,0,0,0,1,0,0
2018-00784,1,0,0,1,1,0,0,0,0,0,0
2018-03523,0,0,1,0,1,0,0,0,0,0,0
2018-00379,1,0,0,1,1,0,0,0,0,0,0
2018-00453,1,0,0,1,1,0,0,0,0,0,0
2018-00233,1,0,0,1,1,0,0,0,0,0,0
2018-00050,1,0,0,1,1,0,0,0,0,0,0
2018-03056,1,0,0,1,1,0,0,0,0,0,0
2018-01809,0,0,0,0,1,0,0,0,1,0,0
2018-02698,1,0,0,1,1,0,0,0,0,0,0
2018-01700,1,0,0,1,1,0,0,0,0,0,0
2018-02847,1,0,0,1,1,0,0,0,0,0,0
2018-03096,1,0,0,1,1,0,0,0,0,0,0
2018-02858,1,0,0,1,1,0,0,0,0,0,0
2018-00927,1,0,0,1,1,0,0,0,0,0,0
2018-02732,1,0,0,1,1,0,0,0,0,0,0
2018-00705,1,0,0,1,1,0,0,0,0,0,0
2018-02889,0,0,1,0,1,0,0,0,0,0,0
2018-01240,1,0,0,1,1,0,0,0,0,0,0
2018-03553,0,0,1,0,1,0,0,0,0,0,0
2018-04079,0,0,1,0,1,0,0,0,0,0,0
2018-01265,0,0,1,0,1,0,0,0,0,0,0
2018-00018,1,0,0,1,1,0,0,0,0,0,0
2018-00358,1,0,1,0,0,0,0,0,0,0,0
2018-02621,1,0,0,0,0,0,0,0,1,0,0
2018-02971,1,0,0,1,1,0,0,0,0,0,0
2018-04330,0,0,0,0,1,0,0,0,1,0,0
2018-01513,1,0,0,1,1,0,0,0,0,0,0
2018-00743,0,0,0,0,1,0,0,0,1,0,0
2018-00930,0,0,0,0,1,0,0,0,1,0,0
2018-01703,0,0,0,0,1,0,0,0,1,0,0
2018-04378,1,0,0,0,0,0,0,0,1,0,0
2018-00525,1,0,0,1,1,0,0,0,0,0,0
2018-01345,1,0,0,1,1,0,0,0,0,0,0
2018-01380,1,0,0,1,1,0,0,0,0,0,0
2018-03435,1,0,0,1,1,0,0,0,0,0,0
2018-01508,0,0,0,0,1,0,0,0,1,0,0
2018-01952,0,0,1,0,1,0,0,0,0,0,0
2018-00563,1,0,0,0,0,0,0,0,1,0,0
2018-00033,1,0,0,1,1,0,0,0,0,0,0
2018-02575,1,0,0,0,0,0,0,0,1,0,0
2018-00831,1,0,0,1,1,0,0,0,0,0,0
2018-02986,0,0,0,0,1,0,0,0,1,0,0
2018-02510,1,0,0,1,1,0,0,0,0,0,0
2018-03265,1,0,0,1,1,0,0,0,0,0,0
2018-01901,1,0,0,1,1,0,0,0,0,0,0
2018-02229,1,0,0,1,1,0,0,0,0,0,0
2018-03759,0,0,0,0,1,0,0,0,1,0,0
2018-01430,1,0,0,1,1,0,0,0,0,0,0
2018-00607,1,0,0,1,1,0,0,0,0,0,0
2018-03052,1,0,0,1,1,0,0,0,0,0,0
2018-00009,1,0,0,0,0,0,0,0,1,0,0
2018-00360,1,0,0,1,1,0,0,0,0,0,0
2018-01503,1,0,0,1,1,0,0,0,0,0,0
2018-03718,1,0,0,1,1,0,0,0,0,0,0
2018-04235,1,0,0,1,1,0,0,0,0,0,0
2018-00031,1,0,0,1,1,0,0,0,0,0,0
2018-03621,0,0,1,0,1,0,0,0,0,0,0
2018-00796,1,0,0,1,1,0,0,0,0,0,0
2018-01106,1,0,0,1,1,0,0,0,0,0,0
2018-03800,0,0,1,0,1,0,0,0,0,0,0
2018-01033,0,0,0,0,1,0,0,0,1,0,0
2018-01370,0,0,0,0,1,0,0,0,1,0,0
2018-03677,1,0,0,1,1,0,0,0,0,0,0
2018-02377,0,0,1,0,1,0,0,0,0,0,0
2018-03947,0,0,0,0,1,0,0,0,1,0,0
2018-01021,1,0,0,1,0,0,0,0,0,0,0
2018-02803,0,0,0,0,1,0,0,0,1,0,0
2018-02527,1,0,0,1,1,0,0,0,0,0,0
2018-04188,1,0,0,0,0,0,0,0,1,0,0
2018-03251,1,0,0,1,1,0,0,0,0,0,0
2018-02122,1,0,1,0,0,0,0,0,0,0,0
2018-02598,0,0,1,0,1,0,0,0,0,0,0
2018-02393,0,0,0,0,1,0,0,0,1,0,0
2018-04308,1,0,0,1,1,0,0,0,0,0,0
2018-03311,0,0,0,0,1,0,0,0,1,0,0
2018-01248,1,0,0,0,0,0,0,0,1,0,0
2018-01693,1,0,0,1,1,0,0,0,0,0,0
2018-03302,1,0,0,0,0,0,0,0,1,0,0
2018-03827,0,0,0,0,1,0,0,0,1,0,0
2018-02333,1,0,0,1,1,0,0,0,0,0,0
2018-02480,1,0,0,1,1,0,0,0,0,0,0
2018-02923,1,0,0,1,1,0,0,0,0,0,0
2018-01716,1,0,0,0,0,0,0,0,1,0,0
2018-01181,0,0,1,0,1,0,0,0,0,0,0
2018-03244,1,0,0,1,0,0,0,0,0,0,0
2018-03991,0,0,0,0,1,0,0,0,1,0,0
2018-02357,1,0,0,1,1,0,0,0,0,0,0
2018-02084,1,0,0,0,0,0,0,0,1,0,0
2018-02605,1,0,0,1,1,0,0,0,0,0,0
2018-00720,1,0,0,1,1,0,0,0,0,0,0
2018-01625,1,0,0,1,1,0,0,0,0,0,0
2018-01134,0,0,1,0,1,0,0,0,0,0,0
2018-00051,1,0,0,1,1,0,0,0,0,0,0
2018-02730,1,0,0,1,1,0,0,0,0,0,0
2018-03008,1,0,0,1,1,0,0,0,0,0,0
2018-01437,0,0,0,0,1,0,0,0,1,0,0
2018-02362,0,0,0,0,1,0,0,0,1,0,0
2018-04293,1,0,0,1,1,0,0,0,0,0,0
2018-00269,1,0,0,1,1,0,0,0,0,0,0
2018-02129,1,0,0,1,1,0,0,0,0,0,0
2018-00308,0,0,1,0,1,0,0,0,0,0,0
2018-04162,1,0,0,1,1,0,0,0,0,0,0
2018-03906,1,0,0,1,1,0,0,0,0,0,0
2018-02672,1,0,0,1,1,0,0,0,0,0,0
2018-03507,0,0,1,0,1,0,0,0,0,0,0
2018-01268,0,0,0,0,1,0,0,0,1,0,0
2018-02660,0,0,0,0,1,0,0,0,1,0,0
2018-01888,1,0,0,1,1,0,0,0,0,0,0
2018-02264,1,0,0,1,1,0,0,0,0,0,0
2018-02437,1,0,0,1,1,0,0,0,0,0,0
2018-01282,1,0,0,0,0,0,0,0,1,0,0
2018-03688,1,0,0,1,1,0,0,0,0,0,0
2018-02668,1,0,0,1,1,0,0,0,0,0,0
2018-03590,1,0,0,1,1,0,0,0,0,0,0
2018-02535,0,0,1,0,1,0,0,0,0,0,0
2018-01319,1,0,0,1,1,0,0,0,0,0,0
2018-01446,1,0,0,1,1,0,0,0,0,0,0
2018-03519,1,0,0,1,1,0,0,0,0,0,0
2018-01359,1,0,0,1,1,0,0,0,0,0,0
2018-03336,0,0,0,0,1,0,0,0,1,0,0
2018-03032,1,0,0,0,0,0,0,0,1,0,0
2018-00306,1,0,0,1,1,0,0,0,0,0,0
2018-02585,1,0,1,0,0,0,0,0,0,0,0
2018-01771,1,0,0,1,1,0,0,0,0,0,0
2018-01842,1,0,0,1,1,0,0,0,0,0,0
2018-00366,1,0,0,0,0,0,0,0,1,0,0
2018-01688,0,0,0,0,1,0,0,0,1,0,0
2018-00771,0,0,1,0,1,0,0,0,0,0,0
2018-01109,1,0,0,1,1,0,0,0,0,0,0
2018-00514,1,0,0,1,1,0,0,0,0,0,0
2018-02877,1,0,0,1,1,0,0,0,0,0,0
2018-01355,1,0,0,1,1,0,0,0,0,0,0
2018-01087,1,0,0,1,1,0,0,0,0,0,0
2018-01505,1,0,0,1,1,0,0,0,0,0,0
2018-01105,0,0,0,0,1,0,0,0,1,0,0
2018-02965,1,0,0,0,1,0,1,0,0,0,0
2018-03470,1,0,0,1,1,0,0,0,0,0,0
2018-03173,1,0,0,1,1,0,0,0,0,0,0
2018-03568,0,0,0,0,1,0,0,0,1,0,0
2018-00231,1,0,0,1,1,0,0,0,0,0,0
2018-02587,1,0,0,1,1,0,0,0,0,0,0
2018-01976,0,0,1,0,1,0,0,0,0,0,0
2018-01898,1,0,0,1,1,0,0,0,0,0,0
2018-00824,1,0,0,1,1,0,0,0,0,0,0
2018-00923,1,0,0,0,0,0,0,0,1,0,0
2018-02771,0,0,0,0,1,0,0,0,1,0,0
2018-03894,1,0,0,1,1,0,0,0,0,0,0
2018-00224,0,0,0,0,1,0,0,0,1,0,0
2018-01460,1,0,0,1,1,0,0,0,0,0,0
2018-02325,1,0,0,1,1,0,0,0,0,0,0
2018-00386,1,0,0,1,1,0,0,0,0,0,0
2018-01626,1,0,0,0,0,0,0,0,1,0,0
2018-02978,0,0,1,0,1,0,0,0,0,0,0
2018-03370,1,0,0,1,1,0,0,0,0,0,0
2018-02793,0,0,0,0,1,0,0,0,1,0,0
2018-02806,1,0,0,0,0,0,0,0,1,0,0
2018-01063,0,0,1,0,1,0,0,0,0,0,0
2018-02721,1,0,0,1,1,0,0,0,0,0,0
2018-04171,1,0,0,1,1,0,0,0,0,0,0
2018-03461,1,0,0,1,1,0,0,0,0,0,0
2018-02991,1,0,0,1,1,0,0,0,0,0,0
2018-01969,0,0,1,0,1,0,0,0,0,0,0
2018-04084,1,0,0,1,1,0,0,0,0,0,0
2018-00150,1,0,1,0,0,0,0,0,0,0,0
2018-01813,1,0,0,0,0,0,0,0,1,0,0
2018-02146,0,0,1,0,1,0,0,0,0,0,0
2018-00030,1,0,0,1,1,0,0,0,0,0,0
2018-01414,1,0,0,0,0,0,0,0,1,0,0
2018-02334,0,0,0,0,1,0,0,0,1,0,0
2018-01960,1,0,0,1,1,0,0,0,0,0,0
2018-01050,1,0,0,1,1,0,0,0,0,0,0
2018-00220,1,0,0,1,1,0,0,0,0,0,0
2018-03900,1,0,0,1,1,0,0,0,0,0,0
2018-01670,1,0,0,1,1,0,0,0,0,0,0
2018-00458,1,0,0,1,1,0,0,0,0,0,0
2018-03136,1,0,0,1,1,0,0,0,0,0,0
2018-00247,1,0,0,1,1,0,0,0,0,0,0
2018-00803,1,0,0,0,0,0,0,0,1,0,0
2018-01877,1,0,0,0,0,0,0,0,1,0,0
2018-01032,1,0,0,1,1,0,0,0,0,0,0
2018-00545,0,0,1,0,1,0,0,0,0,0,0
2018-01721,1,0,0,1,1,0,0,0,0,0,0
2018-00404,0,0,1,0,1,0,0,0,0,0,0
2018-00236,1,0,0,1,1,0,0,0,0,0,0
2018-00800,1,0,0,1,1,0,0,0,0,0,0
2018-00762,0,0,1,0,1,0,0,0,0,0,0
2018-01007,1,0,0,1,1,0,0,0,0,0,0
2018-02380,1,0,0,1,1,0,0,0,0,0,0
2018-03895,1,0,0,1,1,0,0,0,0,0,0
2018-03787,1,0,0,1,1,0,0,0,0,0,0
2018-03208,0,0,0,0,1,0,0,0,1,0,0
2018-00055,1,0,0,1,1,0,0,0,0,0,0
2018-02190,1,0,0,1,1,0,0,0,0,0,0
2018-00070,1,0,0,1,1,0,0,0,0,0,0
2018-03813,1,0,0,1,1,0,0,0,0,0,0
2018-03141,1,0,0,1,1,0,0,0,0,0,0
2018-00765,1,0,0,1,1,0,0,0,0,0,0
2018-02540,1,0,0,1,1,0,0,0,0,0,0
2018-03958,1,0,0,1,1,0,0,0,0,0,0
2018-02137,1,0,0,1,1,0,0,0,0,0,0
2018-02846,1,0,0,1,1,0,0,0,0,0,0
2018-02043,1,0,0,1,1,0,0,0,0,0,0
2018-01529,1,0,0,1,1,0,0,0,0,0,0
2018-01186,1,0,0,1,1,0,0,0,0,0,0
2018-03618,0,0,1,0,1,0,0,0,0,0,0
2018-03485,1,0,0,1,1,0,0,0,0,0,0
2018-03178,0,0,1,0,1,0,0,0,0,0,0
2018-00542,1,0,0,1,1,0,0,0,0,0,0
2018-00815,1,0,0,1,1,0,0,0,0,0,0
2018-03408,1,0,0,1,1,0,0,0,0,0,0
2018-01647,0,0,1,0,1,0,0,0,0,0,0
2018-02479,1,0,0,1,1,0,0,0,0,0,0
2018-01272,1,0,0,1,1,0,0,0,0,0,0
2018-02932,1,0,0,1,1,0,0,0,0,0,0
2018-02520,1,0,1,0,0,0,0,0,0,0,0
2018-03039,0,0,1,0,1,0,0,0,0,0,0
2018-01322,0,0,1,0,1,0,0,0,0,0,0
2018-00356,1,0,0,1,1,0,0,0,0,0,0
2018-00368,0,0,0,0,1,0,0,0,1,0,0
2018-04251,1,0,0,1,1,0,0,0,0,0,0
2018-02309,1,0,0,1,1,0,0,0,0,0,0
2018-00367,0,0,0,0,1,0,0,0,1,0,0
2018-03273,0,0,1,0,1,0,0,0,0,0,0
2018-01768,0,0,1,0,1,0,0,0,0,0,0
2018-01705,1,0,0,1,1,0,0,0,0,0,0
2018-02281,1,0,0,1,1,0,0,0,0,0,0
2018-03422,1,0,0,1,1,0,0,0,0,0,0
2018-01704,0,0,0,0,1,0,0,0,1,0,0
2018-00691,0,0,0,0,1,0,0,0,1,0,0
2018-02955,1,0,1,0,0,0,0,0,0,0,0
2018-03601,1,0,0,1,1,0,0,0,0,0,0
2018-00597,1,0,0,1,1,0,0,0,0,0,0
2018-03953,1,0,0,1,1,0,0,0,0,0,0
2018-03932,1,0,0,1,1,0,0,0,0,0,0
2018-03310,1,0,0,0,0,0,0,0,1,0,0
2018-03564,1,0,0,1,1,0,0,0,0,0,0
2018-04067,0,0,1,0,1,0,0,0,0,0,0
2018-01072,0,0,1,0,1,0,0,0,0,0,0
2018-01485,1,0,0,1,1,0,0,0,0,0,0
2018-00723,1,0,0,0,0,0,0,0,1,0,0
2018-01519,1,0,0,1,1,0,0,0,0,0,0
2018-02398,0,0,1,0,1,0,0,0,0,0,0
2018-03927,1,0,0,1,1,0,0,0,0,0,0
2018-02764,0,0,1,0,1,0,0,0,0,0,0
2018-02239,1,0,0,0,0,0,0,0,1,0,0
2018-03358,0,0,1,0,1,0,0,0,0,0,0
2018-01383,1,0,0,1,1,0,0,0,0,0,0
2018-00117,0,0,1,0,1,0,0,0,0,0,0
2018-03450,1,0,0,1,1,0,0,0,0,0,0
2018-02729,1,0,0,1,1,0,0,0,0,0,0
2018-00670,0,0,1,0,1,0,0,0,0,0,0
2018-01451,0,0,1,0,1,0,0,0,0,0,0
2018-02169,1,0,0,1,1,0,0,0,0,0,0
2018-03197,1,0,0,0,0,0,0,0,1,0,0
2018-03909,1,0,0,1,1,0,0,0,0,0,0
2018-03683,1,0,0,1,1,0,0,0,0,0,0
2018-03378,1,0,0,1,1,0,0,0,0,0,0
2018-00075,0,0,1,0,1,0,0,0,0,0,0
2018-01356,1,0,0,1,1,0,0,0,0,0,0
2018-00310,0,0,0,0,1,0,0,0,1,0,0
2018-02111,1,0,0,1,1,0,0,0,0,0,0
2018-02495,1,0,0,1,1,0,0,0,0,0,0
2018-01184,1,0,0,1,1,0,0,0,0,0,0
2018-02615,1,0,0,1,1,0,0,0,0,0,0
2018-01730,1,0,0,1,1,0,0,0,0,0,0
2018-01599,0,0,0,0,1,0,0,0,1,0,0
2018-03444,1,0,0,1,1,0,0,0,0,0,0
2018-00148,0,0,0,0,1,0,0,0,1,0,0
2018-03882,1,0,0,1,1,0,0,0,0,0,0
2018-00808,1,0,0,1,1,0,0,0,0,0,0
2018-00975,1,0,0,1,1,0,0,0,0,0,0
2018-00770,0,0,0,0,1,0,0,0,1,0,0
2018-02277,0,0,0,0,1,0,0,0,1,0,0
2018-01635,1,0,0,1,1,0,0,0,0,0,0
2018-03874,1,0,0,1,1,0,0,0,0,0,0
2018-03134,1,0,0,0,0,0,0,0,1,0,0
2018-01953,1,0,0,1,1,0,0,0,0,0,0
2018-03769,1,0,0,1,1,0,0,0,0,0,0
2018-04183,1,0,0,0,0,0,0,0,1,0,0
2018-00603,1,0,0,1,1,0,0,0,0,0,0
2018-00305,1,0,0,1,1,0,0,0,0,0,0
2018-04146,1,0,0,1,1,0,0,0,0,0,0
2018-00245,1,0,0,0,0,0,0,0,1,0,0
2018-03333,1,0,0,1,1,0,0,0,0,0,0
2018-03477,0,0,1,0,1,0,0,0,0,0,0
2018-00094,0,0,0,0,1,0,0,0,1,0,0
2018-01607,1,0,0,1,1,0,0,0,0,0,0
2018-04286,1,0,0,1,1,0,0,0,0,0,0
2018-02010,1,0,0,0,0,0,0,0,1,0,0
2018-02130,0,0,0,0,1,0,0,0,1,0,0
2018-00093,0,0,1,0,1,0,0,0,0,0,0
2018-00170,1,0,0,1,1,0,0,0,0,0,0
2018-00602,1,0,0,1,1,0,0,0,0,0,0
2018-02241,0,0,1,0,1,0,0,0,0,0,0
2018-00660,1,0,0,1,1,0,0,0,0,0,0
2018-01212,0,0,1,0,1,0,0,0,0,0,0
2018-00032,1,0,0,1,1,0,0,0,0,0,0
2018-00376,1,0,1,0,0,0,0,0,0,0,0
2018-03994,0,0,0,0,1,0,0,0,1,0,0
2018-02230,1,0,0,1,1,0,0,0,0,0,0
2018-01531,0,0,1,0,1,0,0,0,0,0,0
2018-04299,0,0,1,0,1,0,0,0,0,0,0
2018-02365,1,0,0,1,1,0,0,0,0,0,0
2018-03510,0,0,0,0,1,0,0,0,1,0,0
2018-04340,1,0,0,1,1,0,0,0,0,0,0
2018-01727,1,0,0,1,1,0,0,0,0,0,0
2018-04377,1,0,0,1,1,0,0,0,0,0,0
2018-01330,1,0,0,1,1,0,0,0,0,0,0
2018-03312,1,0,0,1,1,0,0,0,0,0,0
2018-01078,1,0,0,1,1,0,0,0,0,0,0
2018-00274,1,0,0,1,1,0,0,0,0,0,0
2018-01996,0,0,1,0,1,0,0,0,0,0,0
2018-01759,1,0,0,1,1,0,0,0,0,0,0
2018-02788,1,0,0,0,0,0,0,0,1,0,0
2018-03938,1,0,0,1,1,0,0,0,0,0,0
2018-01096,1,0,0,1,1,0,0,0,0,0,0
2018-01744,1,0,0,1,1,0,0,0,0,0,0
2018-02734,0,0,0,0,1,0,0,0,1,0,0
2018-03965,1,0,0,1,1,0,0,0,0,0,0
2018-03518,1,0,0,1,1,0,0,0,0,0,0
2018-02708,1,0,0,1,1,0,0,0,0,0,0
2018-00792,1,0,0,1,1,0,0,0,0,0,0
2018-01931,0,0,1,0,1,0,0,0,0,0,0
2018-03363,1,0,0,1,1,0,0,0,0,0,0
2018-03703,1,0,0,0,0,0,0,0,1,0,0
2018-03207,0,0,1,0,1,0,0,0,0,0,0
2018-00105,1,0,0,1,1,0,0,0,0,0,0
2018-02167,0,0,1,0,1,0,0,0,0,0,0
